"","PRVDR_NUM_prov","FULL_ADR_prov","STATE_CD_prov","ST_ADR_prov","FAC_NAME_prov","CITY_NAME_prov","PHNE_NUM_prov","ZIP_CD_prov","PRVDR_CTGRY_CD","PRVDR_NUM_lab","FULL_ADR_lab","STATE_CD_lab","ST_ADR_lab","FAC_NAME_lab","CITY_NAME_lab","PHNE_NUM_lab","ZIP_CD_lab","PRVDR_TYPE","STATE","BING_ADR"
"4644",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2187453","6510 BROCKPORTSPENCERPORT RD, BROCKPORT, NY, 14420","NY","6510 BROCKPORTSPENCERPORT RD","CVS PHARMACY NO 05123","BROCKPORT","5856377705","14420",NA,NA,"Na, Na, Na Na, United States"
"4645",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2187754","350 LELAND AVE, UTICA, NY, 13502","NY","350 LELAND AVE","PARKWAY DRUGS OF ONEIDA COUNTY NORTH INC","UTICA","3156249988","13502",NA,NA,"Na, Na, Na Na, United States"
"4646",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188008","1301 ULSTER AVE, KINGSTON, NY, 12401","NY","1301 ULSTER AVE","CVS PHARMACY NO 428","KINGSTON","8453365955","12401",NA,NA,"Na, Na, Na Na, United States"
"4647",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188036","39 CTR DR, PLATTSBURGH, NY, 12901","NY","39 CTR DR","TIDESMART GLOBAL AT LOWE'S","PLATTSBURGH","2078284700","12901",NA,NA,"Na, Na, Na Na, United States"
"4648",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188038","61 COUNTRY LN, POTSDAM, NY, 13676","NY","61 COUNTRY LN","TIDESMART GLOBAL AT LOWE'S","POTSDAM","2078284700","13676",NA,NA,"Na, Na, Na Na, United States"
"4649",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188039","2001 FRD ST EXT, OGDENSBURG, NY, 13669","NY","2001 FRD ST EXT","TIDESMART GLOBAL AT LOWE'S","OGDENSBURG","2078284700","13669",NA,NA,"Na, Na, Na Na, United States"
"4650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188041","20828 NYS, WATERTOWN, NY, 13601","NY","20828 NYS","TIDESMART GLOBAL AT LOWE'S","WATERTOWN","2078284700","13601",NA,NA,"Na, Na, Na Na, United States"
"4651",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188042","445 STET, OSWEGO, NY, 13126","NY","445 STET","TIDESMART GLOBAL AT LOWE'S","OSWEGO","2078284700","13126",NA,NA,"Na, Na, Na Na, United States"
"4652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188043","1230 ERIE BLVD W, ROME, NY, 13440","NY","1230 ERIE BLVD W","TIDESMART GLOBAL AT LOWE'S","ROME","2078284700","13440",NA,NA,"Na, Na, Na Na, United States"
"4653",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188044","710 HORANDIO ST, UTICA, NY, 13502","NY","710 HORANDIO ST","TIDESMART GLOBAL AT LOWE'S","UTICA","2078284700","13502",NA,NA,"Na, Na, Na Na, United States"
"4654",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188045","182 LOWE BLVD, HERKIMER, NY, 13350","NY","182 LOWE BLVD","TIDESMART GLOBAL AT LOWE'S","HERKIMER","2078284700","13350",NA,NA,"Na, Na, Na Na, United States"
"4655",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188046","182 LOWE BLVD4699 MIDDLE SETTLEMENT RD, NEW HARTFORD, NY, 13413","NY","182 LOWE BLVD4699 MIDDLE SETTLEMENT RD","TIDESMART GLOBAL AT LOWE'S","NEW HARTFORD","2078284700","13413",NA,NA,"Na, Na, Na Na, United States"
"4656",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188048","131 SIMON DR, SYRACUSE, NY, 13224","NY","131 SIMON DR","TIDESMART GLOBAL AT LOWE'S","SYRACUSE","2078284700","13224",NA,NA,"Na, Na, Na Na, United States"
"4657",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188049","1200 LOWE DR, ONEIDA, NY, 13421","NY","1200 LOWE DR","TIDESMART GLOBAL AT LOWE'S","ONEIDA","2078284700","13421",NA,NA,"Na, Na, Na Na, United States"
"4658",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188050","5701 E CIR DR, CICERO, NY, 13039","NY","5701 E CIR DR","TIDESMART GLOBAL AT LOWE'S","CICERO","2078284700","13039",NA,NA,"Na, Na, Na Na, United States"
"4659",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188051","3856 STANDE, LIVERPOOL, NY, 13090","NY","3856 STANDE","TIDESMART GLOBAL AT LOWE'S","LIVERPOOL","2078284700","13090",NA,NA,"Na, Na, Na Na, United States"
"4660",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188052","5377 W GENESEE ST, CAMILLUS, NY, 13031","NY","5377 W GENESEE ST","TIDESMART GLOBAL AT LOWE'S","CAMILLUS","2078284700","13031",NA,NA,"Na, Na, Na Na, United States"
"4661",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188053","299 GRANT ST, AUBURN, NY, 13021","NY","299 GRANT ST","TIDESMART GLOBAL AT LOWE'S","AUBURN","2078284700","13021",NA,NA,"Na, Na, Na Na, United States"
"4662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188054","1200 STANDE FAIR BLVD, SYRACUSE, NY, 13209","NY","1200 STANDE FAIR BLVD","TIDESMART GLOBAL AT LOWE'S","SYRACUSE","2078284700","13209",NA,NA,"Na, Na, Na Na, United States"
"4663",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188055","130 FAIRGROUNDS MEMORIAL PKWY, ITHACA, NY, 14850","NY","130 FAIRGROUNDS MEMORIAL PKWY","TIDESMART GLOBAL AT LOWE'S","ITHACA","2078284700","14850",NA,NA,"Na, Na, Na Na, United States"
"4664",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188056","872, CORTLAND, NY, 13045","NY","872","TIDESMART GLOBAL AT LOWE'S","CORTLAND","2078284700","13045",NA,NA,"Na, Na, Na Na, United States"
"4665",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188145","955 MNR RD, STATEN ISLAND, NY, 10314","NY","955 MNR RD","WALGREENS NO 09204","STATEN ISLAND","9175029812","10314",NA,NA,"Na, Na, Na Na, United States"
"4666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188192","430 WHITE RD, GLEN SPEY, NY, 12737","NY","430 WHITE RD","CAMP SIMCHA","GLEN SPEY","8458561432","12737",NA,NA,"Na, Na, Na Na, United States"
"4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2188318","899 ELTON AVE, BRONX, NY, 10451","NY","899 ELTON AVE","ESSEN MEDICAL URGICARE PLLC DBA METRO","BRONX","7188223100","10451",NA,NA,"Na, Na, Na Na, United States"
"4668",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2189627","1 DAKOTA DR, LAKE SUCCESS, NY, 11042","NY","1 DAKOTA DR","PROHEALTH MOBILE","LAKE SUCCESS","5165637044","11042",NA,NA,"Na, Na, Na Na, United States"
"4669",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2189893","45 WEBSTER CMNS BLVD, WEBSTER, NY, 14580","NY","45 WEBSTER CMNS BLVD","A + J PHARMACY LLC","WEBSTER","5858727575","14580",NA,NA,"Na, Na, Na Na, United States"
"4670",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2189919","21910 S CONDUIT AVE, SPRINGFIELD GARDENS, NY, 11413","NY","21910 S CONDUIT AVE","CONDUIT AVE DIALYSIS","SPRINGFIELD GARDENS","7183410107","11413",NA,NA,"Na, Na, Na Na, United States"
"4671",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2189920","3005 LONG BCH RD, OCEANSIDE, NY, 11572","NY","3005 LONG BCH RD","ANCHOR HOME TRAINING","OCEANSIDE","5167665701","11572",NA,NA,"Na, Na, Na Na, United States"
"4672",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2189945","221 E PK AVE, LONG BEACH, NY, 11561","NY","221 E PK AVE","MDAMERICA WELLNESS GROUP LTD","LONG BEACH","8887667622","11561",NA,NA,"Na, Na, Na Na, United States"
"4673",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190039","2904, SLATE HILL, NY, 10973","NY","2904","SLATE HILL CHEMIST INC","SLATE HILL","8453555555","10973",NA,NA,"Na, Na, Na Na, United States"
"4674",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190241","361 PARKSVILLE RD, PARKSVILLE, NY, 12768","NY","361 PARKSVILLE RD","CAMP HASC","PARKSVILLE","8452926821","12768",NA,NA,"Na, Na, Na Na, United States"
"4675",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190332","6135 DRY HBR RD, MIDDLE VILLAGE, NY, 11379","NY","6135 DRY HBR RD","DRY HARBOR NURSING AND REHABILITATION CENTER","MIDDLE VILLAGE","7185654200","11379",NA,NA,"Na, Na, Na Na, United States"
"4676",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190769","99 THE PLZ, LONG BEACH, NY, 11561","NY","99 THE PLZ","INFEXION SHIELD","LONG BEACH","7186503727","11561",NA,NA,"Na, Na, Na Na, United States"
"4677",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190822","4 S AIRMONT RD, SUFFERN, NY, 10901","NY","4 S AIRMONT RD","BRONX CENTER FOR RENAL DIALYSIS LLC DBA","SUFFERN","8454420500","10901",NA,NA,"Na, Na, Na Na, United States"
"4678",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190825","1023 STANDE ST, SCHENECTADY, NY, 12307","NY","1023 STANDE ST","ELLIS MENTAL HEALTH CLINIC","SCHENECTADY","5182433300","12307",NA,NA,"Na, Na, Na Na, United States"
"4679",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190878","44244426 18TH AVE, BROOKLYN, NY, 11204","NY","44244426 18TH AVE","PERFECT HEALTH MEDICAL LLC","BROOKLYN","7188540001","11204",NA,NA,"Na, Na, Na Na, United States"
"4680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190879","6344 TRANSIT RD, DEPEW, NY, 14043","NY","6344 TRANSIT RD","TRANSIT HILL PHARMACY","DEPEW","7166839444","14043",NA,NA,"Na, Na, Na Na, United States"
"4681",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190881","3050 CORLEAR AVE, BRONX, NY, 10463","NY","3050 CORLEAR AVE","IMPERIAL PHARMACY INC","BRONX","7185810019","10463",NA,NA,"Na, Na, Na Na, United States"
"4682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2190986","8290 STANDE, ORISKANY, NY, 13424","NY","8290 STANDE","TRUSTEES OF THE EASTERN STAR HALL AND HOME","ORISKANY","3157369311","13424",NA,NA,"Na, Na, Na Na, United States"
"4683",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191315","6400 AMBOY RD, STATEN ISLAND, NY, 10309","NY","6400 AMBOY RD","SUPER HEALTH PHARMACY LLC","STATEN ISLAND","7189674600","10309",NA,NA,"Na, Na, Na Na, United States"
"4684",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191331","231 S CASCADE DR, SPRINGVILLE, NY, 14141","NY","231 S CASCADE DR","SPRINGVILLE CBOC","SPRINGVILLE","7165922409","14141",NA,NA,"Na, Na, Na Na, United States"
"4685",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191334","235 N BELLE MEADE AVE, EAST SETAUKET, NY, 11733","NY","235 N BELLE MEADE AVE","NORTHEAST ENDOSCOPY LLC","EAST SETAUKET","6462811103","11733",NA,NA,"Na, Na, Na Na, United States"
"4686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191595","41 HOLLAND AVE, ALBANY, NY, 12208","NY","41 HOLLAND AVE","WALGREENS NO 09971","ALBANY","5184262976","12208",NA,NA,"Na, Na, Na Na, United States"
"4687",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191597","984 NEW YORK AVE, HUNTINGTON STATION, NY, 11746","NY","984 NEW YORK AVE","WALGREENS NO 03470","HUNTINGTON STATION","6312712965","11746",NA,NA,"Na, Na, Na Na, United States"
"4688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191598","1560 RICHMOND RD, STATEN ISLAND, NY, 10304","NY","1560 RICHMOND RD","DONGAN HILLS PHARMACY","STATEN ISLAND","7186677733","10304",NA,NA,"Na, Na, Na Na, United States"
"4689",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191601","6656 GRAND AVE, MASPETH, NY, 11378","NY","6656 GRAND AVE","GRAND CARE PHARMACY INC","MASPETH","7184466656","11378",NA,NA,"Na, Na, Na Na, United States"
"4690",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2191856","2616 BREWERTON RD, MATTYDALE, NY, 13211","NY","2616 BREWERTON RD","WALGREENS NO 19049","MATTYDALE","3154555641","13211",NA,NA,"Na, Na, Na Na, United States"
"4691",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192032","89 BARTLETT ST, BROOKLYN, NY, 11206","NY","89 BARTLETT ST","NEW YORK CONTINUUM SERVICE LLC DBA","BROOKLYN","7185091920","11206",NA,NA,"Na, Na, Na Na, United States"
"4692",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192035","6333 NY STANDE, E SYRACUSE, NY, 13057","NY","6333 NY STANDE","DRAKOS CLINICAL LABORATORIES","E SYRACUSE","3153801070","13057",NA,NA,"Na, Na, Na Na, United States"
"4693",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192156","521 DIVISION ST, NORTH TONAWANDA, NY, 14120","NY","521 DIVISION ST","WURLITZER FAMILY PHARMACY INC","NORTH TONAWANDA","7162601131","14120",NA,NA,"Na, Na, Na Na, United States"
"4694",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192157","794 ST ANNS AVE, BRONX, NY, 10456","NY","794 ST ANNS AVE","ST ANNS DIALYSIS CENTER","BRONX","7185039833","10456",NA,NA,"Na, Na, Na Na, United States"
"4695",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192158","30 CENTRAL PK S, NEW YORK, NY, 10019","NY","30 CENTRAL PK S","VERONICAANA LLC","NEW YORK","2123710468","10019",NA,NA,"Na, Na, Na Na, United States"
"4696",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192237","950 UN RD, WEST SENECA, NY, 14224","NY","950 UN RD","WEST SENECA CBOC","WEST SENECA","7168217815","14224",NA,NA,"Na, Na, Na Na, United States"
"4697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192287","6111 QUEENS BLVD, WOODSIDE, NY, 11377","NY","6111 QUEENS BLVD","QUEENS BOULEVARD EXTENDED CARE FACILITY","WOODSIDE","7182058822","11377",NA,NA,"Na, Na, Na Na, United States"
"4698",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192303","479 E MAIN ST, PATCHOGUE, NY, 11772","NY","479 E MAIN ST","EAST PATCHOGUE DIALYSIS","PATCHOGUE","6314472401","11772",NA,NA,"Na, Na, Na Na, United States"
"4699",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192354","10 ELM ST, CORNWALL, NY, 12518","NY","10 ELM ST","SUPPORTIVE IMMEDIATE CARE","CORNWALL","8452760830","12518",NA,NA,"Na, Na, Na Na, United States"
"4700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192806","430 SPENCERPORT RD, ROCHESTER, NY, 14606","NY","430 SPENCERPORT RD","WALGREENS NO 09585","ROCHESTER","3153829947","14606",NA,NA,"Na, Na, Na Na, United States"
"4701",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192824","28 RESEARCH WAY, EAST SETAUKET, NY, 11733","NY","28 RESEARCH WAY","PRECISION CARE SC LLC","EAST SETAUKET","6313802710","11733",NA,NA,"Na, Na, Na Na, United States"
"4702",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2192885","1775 GRAND CONCOURSE 4TH, BRONX, NY, 10457","NY","1775 GRAND CONCOURSE 4TH","BRONXCARE - MOUNT SINAI COMPREHENSIVE","BRONX","7182398359","10457",NA,NA,"Na, Na, Na Na, United States"
"4703",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2193130","305 E 85TH ST APT 4C, NEW YORK, NY, 10028","NY","305 E 85TH ST APT 4C","EVENT DOC, THE","NEW YORK","9176930203","10028",NA,NA,"Na, Na, Na Na, United States"
"4704",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2193575","8501 4TH AVE, BROOKLYN, NY, 11209","NY","8501 4TH AVE","A + V PHARMACY INC","BROOKLYN","7182381402","11209",NA,NA,"Na, Na, Na Na, United States"
"4705",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2193804","1891 EASTERN PKWY, BROOKLYN, NY, 11233","NY","1891 EASTERN PKWY","ROSSI PHARMACY","BROOKLYN","7183462506","11233",NA,NA,"Na, Na, Na Na, United States"
"4706",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2193805","2205 NOTT ST, NISKAYUNA, NY, 12309","NY","2205 NOTT ST","LANGE'S PHARMACY","NISKAYUNA","5183743324","12309",NA,NA,"Na, Na, Na Na, United States"
"4707",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2193811","270 W MERRICK RD, VALLEY STREAM, NY, 11580","NY","270 W MERRICK RD","TEST PREP 19","VALLEY STREAM","5165993321","11580",NA,NA,"Na, Na, Na Na, United States"
"4708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2193822","900 MIRON LN, KINGSTON, NY, 12401","NY","900 MIRON LN","ULSTER DIALYSIS LLC","KINGSTON","8456660790","12401",NA,NA,"Na, Na, Na Na, United States"
"4709",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194012","621 E TREMONT AVE, BRONX, NY, 10457","NY","621 E TREMONT AVE","PJP PHARMACY INC DBA FELICITY PHARMACY","BRONX","7184665695","10457",NA,NA,"Na, Na, Na Na, United States"
"4710",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194098","896 OLD COUNTRY RD, RIVERHEAD, NY, 11901","NY","896 OLD COUNTRY RD","NORTHWELL HEALTH CANCER INSTITUTE AT RIVERHEAD","RIVERHEAD","6318465200","11901",NA,NA,"Na, Na, Na Na, United States"
"4711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194172","607 SENECA ST, ONEIDA, NY, 13421","NY","607 SENECA ST","ONEIDA MEDICAL PRACTICE QUICK CARE","ONEIDA","3153636000","13421",NA,NA,"Na, Na, Na Na, United States"
"4712",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194182","13203 BROADWAY ST, ALDEN, NY, 14004","NY","13203 BROADWAY ST","ALDEN PHARMACY","ALDEN","7169379818","14004",NA,NA,"Na, Na, Na Na, United States"
"4713",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194836","729 MEEKER AVE APT 1B, BROOKLYN, NY, 11222","NY","729 MEEKER AVE APT 1B","REJUVIO","BROOKLYN","5168472391","11222",NA,NA,"Na, Na, Na Na, United States"
"4714",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194840","1603 WESTCHESTER AVE, BRONX, NY, 10472","NY","1603 WESTCHESTER AVE","RITE-WAY PHARMACY LLC","BRONX","7188600600","10472",NA,NA,"Na, Na, Na Na, United States"
"4715",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194843","80 PONDFIELD RD, BRONXVILLE, NY, 10708","NY","80 PONDFIELD RD","VALUE DRUGS BRONXVILLE INC","BRONXVILLE","9143372520","10708",NA,NA,"Na, Na, Na Na, United States"
"4716",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2194847","106 BROADWAY, GREENLAWN, NY, 11740","NY","106 BROADWAY","VALUE DRUGS GREENLAWN INC","GREENLAWN","6317540532","11740",NA,NA,"Na, Na, Na Na, United States"
"4717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2195275","4301 21ST ST, LONG ISLAND CITY, NY, 11101","NY","4301 21ST ST","READY RESPONDERS NEVADA-VAISMAN PLLC","LONG ISLAND CITY","5167128094","11101",NA,NA,"Na, Na, Na Na, United States"
"4718",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2195552","1 E 161ST ST YANKEE STADIUM, BRONX, NY, 10451","NY","1 E 161ST ST YANKEE STADIUM","BIOREFERENCE LABORATORIES INC","BRONX","8002295227","10451",NA,NA,"Na, Na, Na Na, United States"
"4719",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2195579","226 PROSPECT PK W, BROOKLYN, NY, 11215","NY","226 PROSPECT PK W","BANDSTAND GRP DBA BALLARD PHARMACY","BROOKLYN","7187681325","11215",NA,NA,"Na, Na, Na Na, United States"
"4720",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2195760","3822 RICHMOND AVE, STATEN ISLAND, NY, 10312","NY","3822 RICHMOND AVE","DELCO DRUGS AND SPECIALTY PHARMACY","STATEN ISLAND","7189846600","10312",NA,NA,"Na, Na, Na Na, United States"
"4721",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2195938","305 E 33RD ST, NEW YORK, NY, 10016","NY","305 E 33RD ST","NYU LANGONE INFLAMMATORY BOWEL DISEASE CENTER","NEW YORK","8556984232","10016",NA,NA,"Na, Na, Na Na, United States"
"4722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2195946","517 LARKFIELD RD, EAST NORTHPORT, NY, 11731","NY","517 LARKFIELD RD","TOWN DRUGS PHARMACY","EAST NORTHPORT","6312663999","11731",NA,NA,"Na, Na, Na Na, United States"
"4723",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2196530","5518 AVE N, BROOKLYN, NY, 11234","NY","5518 AVE N","KINGS HIGHWAY DIALYSIS","BROOKLYN","7182580609","11234",NA,NA,"Na, Na, Na Na, United States"
"4724",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2196531","3636 MAIN ST, FLUSHING, NY, 11354","NY","3636 MAIN ST","QUEENS SURGICAL CENTER LLC","FLUSHING","7184254850","11354",NA,NA,"Na, Na, Na Na, United States"
"4725",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2196545","15345 CROSS IS PKWY, WHITESTONE, NY, 11357","NY","15345 CROSS IS PKWY","WALGREENS NO 17265","WHITESTONE","9292445579","11357",NA,NA,"Na, Na, Na Na, United States"
"4726",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2196549","13250 METROPOLITAN AVE, SOUTH RICHMOND HILL, NY, 11419","NY","13250 METROPOLITAN AVE","WALGREENS NO 12490","SOUTH RICHMOND HILL","6455847486","11419",NA,NA,"Na, Na, Na Na, United States"
"4727",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2196866","6319 ROOSEVELT AVE, WOODSIDE, NY, 11377","NY","6319 ROOSEVELT AVE","HOPKINS DRUGS LLC","WOODSIDE","7184292140","11377",NA,NA,"Na, Na, Na Na, United States"
"4728",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2197022","801 AMSTRERDAM AVE, NEW YORK, NY, 10025","NY","801 AMSTRERDAM AVE","RYAN DRUGS LLC DBA VALLEY DRUGS","NEW YORK","2126780084","10025",NA,NA,"Na, Na, Na Na, United States"
"4729",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2197194","11 TIMES SQ, NEW YORK, NY, 10036","NY","11 TIMES SQ","BELVEDERE PROPERTY MANAGEMENT LLC","NEW YORK","2127827110","10036",NA,NA,"Na, Na, Na Na, United States"
"4730",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2197232","438 W 51ST ST, NEW YORK, NY, 10019","NY","438 W 51ST ST","SURGICARE OF WESTSIDE LLC","NEW YORK","2125849526","10019",NA,NA,"Na, Na, Na Na, United States"
"4731",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2197418","8622 JAMAICA AVE, WOODHAVEN, NY, 11421","NY","8622 JAMAICA AVE","WOODHAVEN CHEMIST CORP","WOODHAVEN","7184417111","11421",NA,NA,"Na, Na, Na Na, United States"
"4732",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2197419","1509 HYLAN BLVD, STATEN ISLAND, NY, 10305","NY","1509 HYLAN BLVD","HYLAN CARE PHARMA CORP","STATEN ISLAND","7184008408","10305",NA,NA,"Na, Na, Na Na, United States"
"4733",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2199312","223 PELTON AVE, STATEN ISLAND, NY, 10310","NY","223 PELTON AVE","PACE SET MEDICS LLC","STATEN ISLAND","3478865828","10310",NA,NA,"Na, Na, Na Na, United States"
"4734",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2199419","5980 MAIN ST, TANNERSVILLE, NY, 12485","NY","5980 MAIN ST","WELLNESS RX LLC","TANNERSVILLE","5185899500","12485",NA,NA,"Na, Na, Na Na, United States"
"4735",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2199540","26 S STA PLZ, GREAT NECK, NY, 11021","NY","26 S STA PLZ","SOUTH STATION PHARMACY INC","GREAT NECK","5167081300","11021",NA,NA,"Na, Na, Na Na, United States"
"4736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200361","374 VIOLET AVE, POUGHKEEPSIE, NY, 12601","NY","374 VIOLET AVE","HUDSON VALLEY HOSPICE INC","POUGHKEEPSIE","8454732273","12601",NA,NA,"Na, Na, Na Na, United States"
"4737",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200363","668 MIDDLE COUNTRY RD, SELDEN, NY, 11784","NY","668 MIDDLE COUNTRY RD","SELDEN DIALYSIS","SELDEN","6316983201","11784",NA,NA,"Na, Na, Na Na, United States"
"4738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200366","1277 MIDDLE COUNTRY RD, MIDDLE ISLAND, NY, 11953","NY","1277 MIDDLE COUNTRY RD","MIDDLE ISLAND HOME TRAINING","MIDDLE ISLAND","6312050132","11953",NA,NA,"Na, Na, Na Na, United States"
"4739",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200370","2521 WALDEN AVE, CHEEKTOWAGA, NY, 14225","NY","2521 WALDEN AVE","CHEEKTOWAGA DIALYSIS","CHEEKTOWAGA","7166819501","14225",NA,NA,"Na, Na, Na Na, United States"
"4740",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200381","3520 MAIN ST, AMHERST, NY, 14226","NY","3520 MAIN ST","CLEVE HILL DIALYSIS CENTER","AMHERST","7168155715","14226",NA,NA,"Na, Na, Na Na, United States"
"4741",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200638","2165 10TH ST, WHITESTONE, NY, 11357","NY","2165 10TH ST","HARPELL CHEMISTS","WHITESTONE","7187677868","11357",NA,NA,"Na, Na, Na Na, United States"
"4742",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200644","1108 LIBERTY AVE, BROOKLYN, NY, 11208","NY","1108 LIBERTY AVE","EXPRESS PHARMACY INC","BROOKLYN","7188277528","11208",NA,NA,"Na, Na, Na Na, United States"
"4743",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200923","225 LIBERTY ST, NEW YORK, NY, 10281","NY","225 LIBERTY ST","DJAVAHERIAN MEDICAL PRACTICE","NEW YORK","6468935833","10281",NA,NA,"Na, Na, Na Na, United States"
"4744",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33D2200935","4 MEDICAL PK DR, MALTA, NY, 12020","NY","4 MEDICAL PK DR","CENTER FOR ADVANCED AMBULATORY SURGERY","MALTA","5186180743","12020",NA,NA,"Na, Na, Na Na, United States"
